imgnum,xmin,ymin,xmax,ymax,hasHead
00031895.png,267,344,274,355,1
00031896.png,260,332,241,318,1
00031897.png,268,343,257,333,1
00031898.png,252,326,249,323,1
00031899.png,238,322,274,346,1
00031900.png,256,331,253,329,1
00031901.png,276,352,268,350,1
00031902.png,262,345,267,342,1
00031903.png,261,345,266,344,1
00031904.png,268,343,274,355,1
00031905.png,249,323,250,324,1
00031906.png,274,353,266,344,1
00031907.png,269,345,255,331,1
00031908.png,267,344,256,334,1
00031909.png,256,329,245,319,1
00031910.png,290,370,283,362,1
00031911.png,239,322,266,338,1
00031912.png,273,347,258,335,1
00031913.png,252,326,249,323,1
00031914.png,264,345,268,346,1
00031915.png,249,323,252,327,1
00031916.png,277,361,261,337,1
00031917.png,248,323,251,323,1
00031918.png,278,357,271,347,1
00031919.png,291,371,282,361,1
00031920.png,277,354,267,348,1
00031921.png,275,354,251,334,1
00031922.png,257,331,252,327,1
00031923.png,262,345,265,341,1
00031924.png,267,343,274,355,1
00031925.png,290,371,283,361,1
00031926.png,275,354,251,334,1
00031927.png,286,366,279,357,1
00031928.png,265,345,268,343,1
00031929.png,274,349,270,353,1
00031930.png,262,337,254,330,1
00031931.png,247,322,251,323,1
00031932.png,247,322,250,321,1
00031933.png,265,345,268,345,1
00031934.png,265,342,267,351,1
00031935.png,274,350,268,351,1
00031936.png,264,345,268,345,1
00031937.png,247,323,250,323,1
00031938.png,276,352,268,350,1
00031939.png,236,321,277,351,1
00031940.png,274,349,255,335,1
00031941.png,268,345,258,334,1
00031942.png,264,339,259,334,1
00031943.png,246,323,257,330,1
00031944.png,265,342,267,351,1
00031945.png,273,349,258,336,1
00031946.png,271,356,258,337,1
00031947.png,246,323,257,330,1
00031948.png,268,343,274,355,1
00031949.png,264,347,265,341,1
00031950.png,247,322,251,323,1
00031951.png,268,347,257,336,1
00031952.png,272,345,257,331,1
00031953.png,287,369,281,360,1
00031954.png,273,350,262,340,1
00031955.png,271,347,261,337,1
00031956.png,278,354,268,350,1
00031957.png,267,345,273,356,1
00031958.png,280,352,252,330,1
00031959.png,253,327,248,321,1
00031960.png,266,344,260,337,1
00031961.png,260,333,242,318,1
00031962.png,265,346,266,341,1
00031963.png,236,322,276,348,1
00031964.png,264,339,254,337,1
00031965.png,271,353,258,337,1
00031966.png,279,362,258,336,1
00031967.png,268,345,272,354,1
00031968.png,265,339,259,340,1
00031969.png,269,347,269,354,1
00031970.png,236,321,274,345,1
00031971.png,266,341,259,334,1
00031972.png,253,328,251,325,1
00031973.png,279,362,258,336,1
00031974.png,280,353,252,330,1
00031975.png,279,362,258,336,1
00031976.png,260,334,253,328,1
00031977.png,253,327,251,326,1
00031978.png,262,347,251,338,1
00031979.png,287,369,281,360,1
00031980.png,264,345,267,342,1
00031981.png,260,338,261,336,1
00031982.png,237,322,267,340,1
00031983.png,260,332,240,317,1
00031984.png,263,346,266,344,1
00031985.png,256,330,251,326,1
00031986.png,269,344,257,333,1
00031987.png,279,353,252,330,1
00031988.png,266,345,259,337,1
00031989.png,257,331,243,318,1
00031990.png,250,324,250,323,1
00031991.png,266,344,257,334,1
00031992.png,241,321,261,335,1
00031993.png,266,344,268,345,1
00031994.png,263,338,252,333,1
00031995.png,276,358,265,345,1
00031996.png,280,352,253,330,1
00031997.png,247,322,251,323,1
00031998.png,276,348,252,330,1
00031999.png,242,322,259,334,1
00032000.png,268,345,258,335,1
00032001.png,273,358,258,337,1
00032002.png,266,345,259,337,1
00032003.png,276,352,268,350,1
00032004.png,260,334,255,332,1
00032005.png,272,347,259,336,1
00032006.png,268,343,257,333,1
00032007.png,265,344,267,346,1
00032008.png,278,362,259,336,1
00032009.png,278,356,267,345,1
00032010.png,263,343,265,340,1
00032011.png,236,321,274,345,1
00032012.png,276,361,263,341,1
00032013.png,263,344,267,345,1
00032014.png,268,343,273,355,1
00032015.png,261,346,265,344,1
00032016.png,277,363,259,337,1
00032017.png,267,344,274,355,1
00032018.png,278,356,267,345,1
00032019.png,278,354,267,348,1
00032020.png,256,330,251,327,1
00032021.png,258,333,254,330,1
00032022.png,262,345,264,340,1
00032023.png,278,357,268,346,1
00032024.png,260,335,252,328,1
00032025.png,250,323,251,325,1
00032026.png,280,352,252,330,1
00032027.png,287,368,282,358,1
00032028.png,261,333,241,318,1
00032029.png,243,322,259,333,1
00032030.png,251,325,251,326,1
00032031.png,251,325,251,325,1
00032032.png,273,358,258,337,1
00032033.png,264,345,268,345,1
00032034.png,252,330,265,338,1
00032035.png,264,340,257,338,1
00032036.png,263,340,257,334,1
00032037.png,280,362,273,352,1
00032038.png,278,354,267,348,1
00032039.png,260,332,240,317,1
00032040.png,264,343,262,339,1
00032041.png,266,344,272,353,1
00032042.png,257,335,261,337,1
00032043.png,247,322,250,323,1
00032044.png,280,363,274,353,1
00032045.png,238,321,275,347,1
00032046.png,256,330,251,326,1
00032047.png,249,323,250,323,1
00032048.png,266,343,260,337,1
00032049.png,249,323,250,324,1
00032050.png,236,321,278,350,1
00032051.png,271,347,261,337,1
00032052.png,249,323,251,325,1
00032053.png,265,339,259,340,1
00032054.png,277,361,262,338,1
00032055.png,240,322,272,344,1
00032056.png,278,350,252,330,1
00032057.png,247,322,251,323,1
00032058.png,255,330,253,328,1
00032059.png,269,343,258,332,1
00032060.png,255,328,248,320,1
00032061.png,276,358,265,345,1
00032062.png,251,325,251,325,1
00032063.png,265,345,268,345,1
00032064.png,279,361,271,351,1
00032065.png,270,348,270,355,1
00032066.png,266,347,265,341,1
00032067.png,261,333,241,319,1
00032068.png,278,357,267,344,1
00032069.png,247,322,251,323,1
00032070.png,263,344,267,345,1
00032071.png,255,328,248,320,1
00032072.png,278,352,252,330,1
00032073.png,236,321,274,345,1
00032074.png,239,322,273,345,1
00032075.png,276,349,255,334,1
00032076.png,277,356,267,344,1
00032077.png,259,331,242,318,1
00032078.png,281,364,273,353,1
00032079.png,236,321,277,350,1
00032080.png,266,344,260,337,1
00032081.png,274,349,268,352,1
00032082.png,260,332,240,317,1
00032083.png,252,326,251,324,1
00032084.png,273,348,269,352,1
00032085.png,265,343,263,338,1
00032086.png,268,345,258,335,1
00032087.png,278,357,271,347,1
00032088.png,271,356,258,337,1
00032089.png,252,324,250,323,1
00032090.png,267,342,258,334,1
00032091.png,236,322,275,345,1
00032092.png,264,345,268,346,1
00032093.png,252,324,250,323,1
00032094.png,267,345,258,336,1
00032095.png,264,346,266,342,1
00032096.png,275,352,264,343,1
00032097.png,245,324,268,343,1
00032098.png,279,351,251,330,1
00032099.png,264,345,267,345,1
00032100.png,275,360,263,342,1
00032101.png,249,323,250,323,1
00032102.png,267,343,274,355,1
00032103.png,262,336,246,326,1
00032104.png,287,368,280,358,1
00032105.png,262,345,266,341,1
00032106.png,240,322,264,337,1
00032107.png,260,333,242,318,1
00032108.png,276,361,265,341,1
00032109.png,273,347,269,353,1
00032110.png,265,344,267,345,1
00032111.png,262,344,262,340,1
00032112.png,253,328,252,327,1
00032113.png,262,336,246,326,1
00032114.png,277,356,267,345,1
00032115.png,288,370,282,360,1
00032116.png,245,324,268,343,1
00032117.png,250,323,252,326,1
00032118.png,287,367,280,358,1
00032119.png,276,361,263,341,1
00032120.png,264,345,267,342,1
00032121.png,271,347,263,340,1
00032122.png,258,333,252,327,1
00032123.png,273,347,253,330,1
00032124.png,287,367,280,358,1
00032125.png,276,350,255,334,1
00032126.png,266,341,255,331,1
00032127.png,263,336,246,327,1
00032128.png,271,348,261,338,1
00032129.png,235,321,276,347,1
00032130.png,275,353,267,343,1
00032131.png,287,367,280,358,1
00032132.png,250,323,252,326,1
00032133.png,268,344,274,355,1
00032134.png,272,345,257,331,1
00032135.png,252,326,249,323,1
00032136.png,246,322,251,323,1
00032137.png,277,354,251,333,1
00032138.png,283,364,276,354,1
00032139.png,248,322,250,322,1
00032140.png,266,342,259,337,1
00032141.png,281,364,274,353,1
00032142.png,273,347,253,330,1
00032143.png,278,352,251,330,1
00032144.png,251,325,251,326,1
00032145.png,266,346,256,336,1
00032146.png,244,322,258,332,1
00032147.png,264,343,262,339,1
00032148.png,281,362,274,353,1
00032149.png,267,344,256,334,1
00032150.png,280,352,252,330,1
00032151.png,252,326,251,325,1
00032152.png,256,330,251,327,1
00032153.png,277,363,259,337,1
00032154.png,238,322,266,338,1
00032155.png,268,345,258,335,1
00032156.png,254,327,246,320,1
00032157.png,267,346,263,341,1
00032158.png,277,353,251,333,1
00032159.png,260,336,256,332,1
00032160.png,269,344,257,333,1
00032161.png,276,361,261,337,1
00032162.png,263,336,248,328,1
00032163.png,268,347,257,336,1
00032164.png,242,324,269,343,1
00032165.png,267,344,256,334,1
00032166.png,277,355,267,347,1
00032167.png,275,358,259,336,1
00032168.png,263,346,267,346,1
00032169.png,270,349,259,336,1
00032170.png,237,322,272,343,1
00032171.png,275,360,264,344,1
00032172.png,247,323,250,323,1
00032173.png,268,347,258,337,1
00032174.png,264,345,268,346,1
00032175.png,256,331,253,329,1
00032176.png,240,323,273,345,1
00032177.png,250,323,251,325,1
00032178.png,238,321,275,347,1
00032179.png,278,357,268,346,1
00032180.png,289,370,282,360,1
00032181.png,279,351,251,330,1
00032182.png,267,341,256,333,1
00032183.png,263,343,265,340,1
00032184.png,249,328,266,341,1
00032185.png,273,350,262,340,1
00032186.png,275,349,256,335,1
00032187.png,269,346,262,339,1
00032188.png,260,332,241,318,1
00032189.png,279,361,271,351,1
00032190.png,246,323,257,330,1
00032191.png,266,345,259,337,1
00032192.png,277,350,251,329,1
00032193.png,290,371,283,361,1
00032194.png,264,339,255,330,1
00032195.png,280,353,252,330,1
00032196.png,258,333,252,327,1
00032197.png,266,344,272,353,1
00032198.png,237,322,268,341,1
00032199.png,238,321,275,347,1
00032200.png,264,339,259,334,1
00032201.png,275,354,251,334,1
00032202.png,262,334,244,322,1
00032203.png,262,334,245,324,1
00032204.png,248,323,252,326,1
00032205.png,265,345,268,343,1
00032206.png,236,322,273,344,1
00032207.png,247,322,251,322,1
00032208.png,275,355,268,346,1
00032209.png,261,333,243,319,1
00032210.png,276,360,264,341,1
00032211.png,268,347,262,339,1
00032212.png,262,334,244,322,1
00032213.png,280,361,259,335,1
00032214.png,276,351,268,351,1
00032215.png,251,325,250,324,1
00032216.png,268,347,257,336,1
00032217.png,266,346,264,340,1
00032218.png,262,344,263,341,1
00032219.png,254,327,246,320,1
00032220.png,280,352,252,330,1
00032221.png,257,330,244,318,1
00032222.png,287,367,280,358,1
00032223.png,260,332,241,318,1
00032224.png,263,340,257,334,1
00032225.png,279,351,251,330,1
00032226.png,260,332,240,317,1
00032227.png,261,332,242,318,1
00032228.png,290,370,283,362,1
00032229.png,278,358,270,348,1
00032230.png,276,353,251,333,1
00032231.png,262,347,265,343,1
00032232.png,273,358,258,337,1
00032233.png,279,353,252,330,1
00032234.png,268,343,274,354,1
00032235.png,262,345,265,341,1
00032236.png,275,358,259,336,1
00032237.png,268,347,262,339,1
00032238.png,242,324,269,343,1
00032239.png,266,343,270,351,1
00032240.png,272,344,256,330,1
00032241.png,278,358,270,348,1
00032242.png,277,363,259,337,1
00032243.png,266,346,264,340,1
00032244.png,262,345,266,341,1
00032245.png,277,359,258,335,1
00032246.png,244,322,258,332,1
00032247.png,278,362,259,336,1
00032248.png,278,357,271,347,1
00032249.png,269,344,257,333,1
00032250.png,260,332,241,318,1
00032251.png,289,369,283,360,1
00032252.png,261,333,243,319,1
00032253.png,263,346,267,345,1
00032254.png,260,332,241,318,1
00032255.png,260,332,241,318,1
00032256.png,280,353,252,330,1
00032257.png,262,336,253,329,1
00032258.png,265,345,268,345,1
00032259.png,262,345,264,340,1
00032260.png,273,348,259,336,1
00032261.png,245,322,257,329,1
00032262.png,264,344,267,340,1
00032263.png,269,346,270,354,1
00032264.png,253,331,263,339,1
00032265.png,277,350,251,330,1
00032266.png,270,355,258,337,1
00032267.png,279,352,251,330,1
00032268.png,277,361,262,338,1
00032269.png,287,369,281,360,1
00032270.png,267,344,256,334,1
00032271.png,249,323,250,323,1
00032272.png,249,323,250,323,1
00032273.png,268,347,257,336,1
00032274.png,237,322,268,341,1
00032275.png,277,350,251,329,1
00032276.png,260,334,253,328,1
00032277.png,260,332,240,317,1
00032278.png,260,332,241,318,1
00032279.png,277,361,261,337,1
00032280.png,261,332,242,318,1
00032281.png,262,339,259,336,1
00032282.png,269,347,269,354,1
00032283.png,257,335,261,337,1
00032284.png,249,323,250,323,1
00032285.png,261,332,241,318,1
00032286.png,270,346,270,355,1
00032287.png,271,353,258,337,1
00032288.png,266,342,257,332,1
00032289.png,274,351,263,340,1
00032290.png,259,331,242,317,1
00032291.png,266,345,258,336,1
00032292.png,276,348,252,330,1
00032293.png,262,334,245,324,1
00032294.png,266,344,272,353,1
00032295.png,268,344,257,334,1
00032296.png,250,323,252,326,1
00032297.png,265,341,265,345,1
00032298.png,267,346,259,339,1
00032299.png,290,370,282,361,1
00032300.png,266,344,257,334,1
00032301.png,265,346,265,342,1
00032302.png,257,330,244,318,1
00032303.png,262,336,253,329,1
00032304.png,271,347,260,337,1
00032305.png,280,362,273,352,1
00032306.png,279,351,251,330,1
00032307.png,253,328,251,325,1
00032308.png,274,346,253,330,1
00032309.png,276,353,251,333,1
00032310.png,267,344,274,355,1
00032311.png,275,349,256,335,1
00032312.png,262,347,265,343,1
00032313.png,279,360,259,334,1
00032314.png,276,361,261,337,1
00032315.png,266,342,259,337,1
00032316.png,249,323,250,323,1
00032317.png,251,325,251,325,1
00032318.png,269,345,255,331,1
00032319.png,266,341,259,334,1
00032320.png,276,360,264,341,1
00032321.png,267,346,259,339,1
00032322.png,277,361,261,337,1
00032323.png,249,324,252,327,1
00032324.png,280,353,252,330,1
00032325.png,275,354,250,335,1
00032326.png,236,322,277,350,1
00032327.png,266,347,265,341,1
00032328.png,236,322,276,349,1
00032329.png,279,353,252,330,1
00032330.png,261,345,266,344,1
00032331.png,277,353,251,333,1
00032332.png,278,353,251,331,1
00032333.png,256,330,253,328,1
00032334.png,269,347,269,354,1
00032335.png,247,322,251,323,1
00032336.png,235,322,277,350,1
00032337.png,258,330,243,317,1
00032338.png,276,361,261,340,1
00032339.png,274,349,255,335,1
00032340.png,250,324,250,323,1
00032341.png,277,354,267,348,1
00032342.png,274,350,269,352,1
00032343.png,271,348,263,342,1
00032344.png,247,323,250,323,1
00032345.png,280,353,252,330,1
00032346.png,246,322,251,322,1
00032347.png,249,323,250,323,1
00032348.png,278,357,268,346,1
00032349.png,269,349,258,335,1
00032350.png,268,345,258,335,1
00032351.png,267,346,259,339,1
00032352.png,236,321,277,351,1
00032353.png,247,323,253,328,1
00032354.png,278,363,258,336,1
00032355.png,277,360,270,351,1
00032356.png,235,321,276,347,1
00032357.png,249,323,250,323,1
00032358.png,260,331,242,318,1
00032359.png,267,346,259,339,1
00032360.png,248,323,252,326,1
00032361.png,280,352,252,330,1
00032362.png,267,344,274,355,1
00032363.png,291,371,283,361,1
00032364.png,242,372,94,267,1
00032365.png,237,362,108,267,1
00032366.png,230,358,104,261,1
00032367.png,267,398,122,268,1
00032368.png,249,367,122,267,1
00032369.png,199,346,115,267,1
00032370.png,197,345,115,269,1
00032371.png,284,396,164,288,1
00032372.png,287,446,128,284,1
00032373.png,281,402,141,275,1
00032374.png,266,386,121,262,1
00032375.png,269,385,124,268,1
00032376.png,256,375,120,268,1
00032377.png,196,343,116,269,1
00032378.png,249,367,121,267,1
00032379.png,289,458,148,298,1
00032380.png,262,387,118,267,1
00032381.png,283,398,162,288,1
00032382.png,257,395,112,263,1
00032383.png,289,445,137,287,1
00032384.png,249,387,108,266,1
00032385.png,230,358,105,266,1
00032386.png,226,365,111,267,1
00032387.png,288,445,136,287,1
00032388.png,291,458,150,300,1
00032389.png,288,420,148,285,1
00032390.png,250,386,111,268,1
00032391.png,235,366,108,266,1
00032392.png,284,398,156,285,1
00032393.png,259,395,113,268,1
00032394.png,251,387,112,267,1
00032395.png,255,372,121,268,1
00032396.png,236,363,105,266,1
00032397.png,259,386,116,266,1
00032398.png,250,367,121,265,1
00032399.png,218,360,112,267,1
00032400.png,244,371,92,268,1
00032401.png,274,410,114,268,1
00032402.png,224,365,110,265,1
00032403.png,280,424,122,271,1
00032404.png,228,367,111,267,1
00032405.png,229,357,105,266,1
00032406.png,288,442,137,287,1
00032407.png,202,349,115,266,1
00032408.png,257,381,119,267,1
00032409.png,262,397,113,268,1
00032410.png,229,371,108,268,1
00032411.png,253,390,112,263,1
00032412.png,267,405,117,268,1
00032413.png,252,368,120,265,1
00032414.png,207,351,112,268,1
00032415.png,287,441,132,283,1
00032416.png,250,381,114,264,1
00032417.png,252,374,118,266,1
00032418.png,255,391,112,263,1
00032419.png,249,386,113,267,1
00032420.png,260,387,118,268,1
00032421.png,287,449,131,284,1
00032422.png,289,457,146,297,1
00032423.png,228,366,108,268,1
00032424.png,250,368,121,267,1
00032425.png,285,442,127,280,1
00032426.png,287,437,141,285,1
00032427.png,247,357,114,266,1
00032428.png,288,449,131,286,1
00032429.png,249,388,109,266,1
00032430.png,247,380,97,266,1
00032431.png,258,393,116,263,1
00032432.png,287,449,130,285,1
00032433.png,243,373,93,266,1
00032434.png,286,401,161,287,1
00032435.png,246,378,97,266,1
00032436.png,288,444,136,287,1
00032437.png,284,399,161,287,1
00032438.png,232,359,104,264,1
00032439.png,287,437,132,280,1
00032440.png,288,424,148,285,1
00032441.png,288,449,132,287,1
00032442.png,240,356,110,257,1
00032443.png,240,358,110,264,1
00032444.png,254,391,112,263,1
00032445.png,246,378,98,266,1
00032446.png,256,393,107,268,1
00032447.png,252,376,118,264,1
00032448.png,244,355,114,267,1
00032449.png,283,429,124,276,1
00032450.png,257,395,112,263,1
00032451.png,234,360,105,264,1
00032452.png,267,405,117,268,1
00032453.png,252,368,121,266,1
00032454.png,232,359,104,264,1
00032455.png,249,367,121,267,1
00032456.png,246,378,98,266,1
00032457.png,243,372,93,265,1
00032458.png,283,401,146,278,1
00032459.png,261,395,116,265,1
00032460.png,231,358,104,267,1
00032461.png,289,455,145,295,1
00032462.png,249,386,113,267,1
00032463.png,288,448,134,287,1
00032464.png,278,417,120,267,1
00032465.png,271,401,111,267,1
00032466.png,253,369,121,266,1
00032467.png,243,356,112,267,1
00032468.png,237,365,108,266,1
00032469.png,286,447,129,283,1
00032470.png,247,380,99,266,1
00032471.png,289,415,151,286,1
00032472.png,235,374,112,267,1
00032473.png,245,356,114,266,1
00032474.png,283,398,152,281,1
00032475.png,249,386,112,264,1
00032476.png,291,460,153,303,1
00032477.png,262,397,113,268,1
00032478.png,239,368,106,266,1
00032479.png,289,413,153,285,1
00032480.png,257,383,116,267,1
00032481.png,250,385,105,268,1
00032482.png,250,385,105,268,1
00032483.png,288,443,137,286,1
00032484.png,196,343,116,269,1
00032485.png,228,366,108,268,1
00032486.png,290,460,154,304,1
00032487.png,246,377,95,266,1
00032488.png,276,402,133,270,1
00032489.png,244,371,94,267,1
00032490.png,251,367,122,265,1
00032491.png,288,441,139,285,1
00032492.png,250,386,105,268,1
00032493.png,258,392,113,267,1
00032494.png,228,363,108,268,1
00032495.png,289,455,146,295,1
00032496.png,244,373,95,267,1
00032497.png,266,386,121,262,1
00032498.png,287,446,128,284,1
00032499.png,283,398,154,283,1
00032500.png,250,381,114,264,1
00032501.png,286,434,131,278,1
00032502.png,267,405,117,268,1
00032503.png,266,397,121,267,1
00032504.png,249,386,109,267,1
00032505.png,244,372,93,266,1
00032506.png,228,370,109,268,1
00032507.png,245,356,114,265,1
00032508.png,230,358,105,266,1
00032509.png,232,372,108,263,1
00032510.png,257,383,116,267,1
00032511.png,253,388,103,267,1
00032512.png,287,449,129,284,1
00032513.png,287,448,129,283,1
00032514.png,229,368,108,268,1
00032515.png,251,387,112,267,1
00032516.png,246,378,98,266,1
00032517.png,284,396,162,288,1
00032518.png,252,368,120,265,1
00032519.png,246,380,110,267,1
00032520.png,284,399,161,287,1
00032521.png,246,375,94,266,1
00032522.png,251,386,110,267,1
00032523.png,252,371,119,266,1
00032524.png,257,395,109,266,1
00032525.png,287,449,131,284,1
00032526.png,258,394,113,263,1
00032527.png,258,394,112,266,1
00032528.png,288,407,157,285,1
00032529.png,249,367,122,265,1
00032530.png,290,460,152,301,1
00032531.png,249,367,122,267,1
00032532.png,270,409,117,268,1
00032533.png,231,356,104,261,1
00032534.png,229,368,108,268,1
00032535.png,248,385,111,264,1
00032536.png,252,364,109,263,1
00032537.png,261,395,116,265,1
00032538.png,283,429,122,271,1
00032539.png,252,368,120,265,1
00032540.png,262,386,118,265,1
00032541.png,243,371,93,268,1
00032542.png,260,386,116,266,1
00032543.png,287,446,128,284,1
00032544.png,255,391,105,268,1
00032545.png,244,372,93,268,1
00032546.png,257,385,116,266,1
00032547.png,246,375,94,266,1
00032548.png,281,402,141,275,1
00032549.png,240,378,111,263,1
00032550.png,252,373,118,266,1
00032551.png,247,357,115,266,1
00032552.png,249,361,110,263,1
00032553.png,288,443,137,286,1
00032554.png,289,419,150,286,1
00032555.png,230,359,106,266,1
00032556.png,251,384,100,266,1
00032557.png,243,355,112,267,1
00032558.png,258,394,113,268,1
00032559.png,248,360,113,266,1
00032560.png,287,443,135,285,1
00032561.png,287,446,129,284,1
00032562.png,229,371,109,265,1
00032563.png,287,447,130,285,1
00032564.png,289,410,155,287,1
00032565.png,288,449,132,287,1
00032566.png,250,383,110,267,1
00032567.png,244,374,95,267,1
00032568.png,225,366,109,267,1
00032569.png,289,436,141,286,1
00032570.png,286,445,128,281,1
00032571.png,288,450,132,286,1
00032572.png,280,424,122,271,1
00032573.png,246,356,114,268,1
00032574.png,258,394,112,266,1
00032575.png,259,386,116,268,1
00032576.png,234,360,105,264,1
00032577.png,244,375,108,267,1
00032578.png,271,412,117,268,1
00032579.png,209,354,112,269,1
00032580.png,226,367,110,267,1
00032581.png,265,386,120,267,1
00032582.png,274,410,114,268,1
00032583.png,256,379,118,268,1
00032584.png,260,394,116,268,1
00032585.png,258,394,113,265,1
00032586.png,235,374,112,267,1
00032587.png,196,343,116,269,1
00032588.png,229,371,109,265,1
00032589.png,228,370,109,268,1
00032590.png,284,398,157,285,1
00032591.png,244,373,93,266,1
00032592.png,243,380,113,268,1
00032593.png,272,401,128,269,1
00032594.png,264,400,115,266,1
00032595.png,288,444,134,285,1
00032596.png,246,378,97,266,1
00032597.png,271,408,119,268,1
00032598.png,269,404,117,265,1
00032599.png,257,385,116,266,1
00032600.png,290,457,148,300,1
00032601.png,233,358,104,264,1
00032602.png,258,394,113,265,1
00032603.png,288,449,131,286,1
00032604.png,219,361,110,268,1
00032605.png,282,425,120,267,1
00032606.png,201,347,115,269,1
00032607.png,238,361,108,267,1
00032608.png,272,401,128,269,1
00032609.png,263,395,116,267,1
00032610.png,288,442,137,286,1
00032611.png,250,383,99,266,1
00032612.png,283,398,162,288,1
00032613.png,255,391,105,265,1
00032614.png,289,426,147,285,1
00032615.png,246,356,115,266,1
00032616.png,247,357,115,266,1
00032617.png,246,378,97,266,1
00032618.png,259,386,116,268,1
00032619.png,284,432,122,272,1
00032620.png,278,402,135,272,1
00032621.png,258,394,113,265,1
00032622.png,255,394,107,268,1
00032623.png,252,372,119,266,1
00032624.png,287,438,139,286,1
00032625.png,231,372,109,265,1
00032626.png,246,356,115,266,1
00032627.png,258,395,112,268,1
00032628.png,238,361,108,267,1
00032629.png,241,356,111,257,1
00032630.png,219,361,110,268,1
00032631.png,283,396,162,287,1
00032632.png,244,372,93,266,1
00032633.png,290,458,153,303,1
00032634.png,289,446,137,288,1
00032635.png,259,386,116,268,1
00032636.png,229,357,105,266,1
00032637.png,231,358,105,267,1
00032638.png,284,398,156,285,1
00032639.png,249,386,113,267,1
00032640.png,257,395,111,266,1
00032641.png,252,377,117,264,1
00032642.png,290,460,154,304,1
00032643.png,257,393,112,266,1
00032644.png,240,367,106,266,1
00032645.png,253,370,108,269,1
00032646.png,289,422,148,285,1
00032647.png,257,395,110,266,1
00032648.png,249,368,121,265,1
00032649.png,290,450,141,291,1
00032650.png,246,382,114,268,1
00032651.png,246,357,114,266,1
00032652.png,197,345,115,269,1
00032653.png,199,346,116,268,1
00032654.png,283,429,122,271,1
00032655.png,289,455,147,295,1
00032656.png,250,386,111,268,1
00032657.png,261,395,116,265,1
00032658.png,288,447,135,287,1
00032659.png,289,433,142,285,1
00032660.png,258,394,113,265,1
00032661.png,284,395,162,287,1
00032662.png,246,356,114,268,1
00032663.png,284,397,158,285,1
00032664.png,256,393,112,266,1
00032665.png,228,370,109,268,1
00032666.png,231,357,104,261,1
00032667.png,243,372,93,265,1
00032668.png,284,399,161,287,1
00032669.png,229,371,109,265,1
00032670.png,243,371,93,267,1
00032671.png,264,400,115,266,1
00032672.png,283,398,152,281,1
00032673.png,257,377,118,267,1
00032674.png,285,400,161,288,1
00032675.png,286,447,128,281,1
00032676.png,231,372,109,265,1
00032677.png,243,371,94,265,1
00032678.png,286,401,161,287,1
00032679.png,231,358,105,267,1
00032680.png,253,389,112,267,1
00032681.png,287,443,135,285,1
00032682.png,252,388,102,267,1
00032683.png,255,391,105,265,1
00032684.png,244,373,108,267,1
00032685.png,289,426,147,285,1
00032686.png,286,447,128,281,1
00032687.png,288,439,132,281,1
00032688.png,277,418,123,268,1
00032689.png,232,357,103,261,1
00032690.png,229,358,106,266,1
00032691.png,241,357,110,264,1
00032692.png,289,457,148,298,1
00032693.png,288,442,137,287,1
00032694.png,246,382,114,268,1
00032695.png,265,386,120,267,1
00032696.png,286,403,158,287,1
00032697.png,257,394,112,267,1
00032698.png,253,369,121,266,1
00032699.png,199,346,115,267,1
00032700.png,265,386,120,267,1
00032701.png,230,358,104,266,1
00032702.png,283,398,162,288,1
00032703.png,246,356,114,265,1
00032704.png,246,356,114,265,1
00032705.png,286,447,128,281,1
00032706.png,243,374,94,267,1
00032707.png,249,383,98,266,1
00032708.png,284,397,159,286,1
00032709.png,283,401,146,278,1
00032710.png,252,378,117,266,1
00032711.png,230,362,107,267,1
00032712.png,290,458,154,304,1
00032713.png,282,427,123,273,1
00032714.png,249,368,121,267,1
00032715.png,262,385,106,267,1
00032716.png,231,358,104,267,1
00032717.png,266,398,119,267,1
00032718.png,255,391,112,266,1
00032719.png,245,373,93,266,1
00032720.png,230,358,104,261,1
00032721.png,255,391,115,263,1
00032722.png,244,372,93,265,1
00032723.png,253,369,121,266,1
00032724.png,287,437,132,280,1
00032725.png,201,347,114,269,1
00032726.png,289,458,148,298,1
00032727.png,288,441,139,285,1
00032728.png,289,436,141,286,1
00032729.png,232,372,110,267,1
00032730.png,252,374,117,266,1
00032731.png,246,380,110,267,1
00032732.png,287,443,135,285,1
00032733.png,283,401,146,278,1
00032734.png,235,367,108,267,1
00032735.png,255,391,115,263,1
00032736.png,262,387,118,267,1
00032737.png,291,458,150,300,1
00032738.png,258,394,112,266,1
00032739.png,251,367,121,265,1
00032740.png,240,378,111,263,1
00032741.png,252,373,118,266,1
00032742.png,288,448,134,287,1
00032743.png,250,368,122,263,1
00032744.png,289,455,147,295,1
00032745.png,246,382,114,268,1
00032746.png,232,372,110,267,1
00032747.png,284,398,162,288,1
00032748.png,236,376,111,263,1
00032749.png,232,359,104,264,1
00032750.png,239,358,109,264,1
00032751.png,232,372,110,267,1
00032752.png,287,448,129,283,1
00032753.png,196,343,116,269,1
00032754.png,231,357,104,261,1
00032755.png,196,344,116,269,1
00032756.png,290,459,151,301,1
00032757.png,251,367,121,265,1
00032758.png,250,367,121,265,1
00032759.png,209,354,112,269,1
00032760.png,247,357,114,266,1
00032761.png,205,349,114,266,1
00032762.png,245,356,114,266,1
00032763.png,207,352,113,269,1
00032764.png,288,449,133,287,1
00032765.png,259,394,112,263,1
00032766.png,244,371,94,268,1
00032767.png,215,357,111,265,1
